"","V1","V2","V3"
"1",21,1.53184135349429,0.0105877762803772
"2",22,1.53081205393279,0.0104480808019228
"3",23,1.53348262720276,0.0110327402476799
"4",24,1.53595741264992,0.0108060386241318
"5",25,1.53689325653435,0.0110739811507629
"6",26,1.53993164500549,0.0113615435314501
"7",27,1.54494051091938,0.0112263435869162
"8",28,1.54603891021653,0.0110141607243858
"9",29,1.54721164326426,0.0108028083786981
"10",30,1.55053046748264,0.0111032053419258
"11",31,1.55116504674989,0.0111474822793555
"12",32,1.55404380377909,0.0112429819494786
"13",33,1.55507762658631,0.0110058105579485
"14",34,1.55565905754217,0.01153320921702
"15",35,1.55564220871949,0.0114603445732563
"16",36,1.55664734591354,0.0114337506457008
"17",37,1.55798872166542,0.0112557476297428
"18",38,1.556746416634,0.0113910986457156
"19",39,1.55869926268334,0.011567746815659
"20",40,1.56169342859491,0.0118334878306221
"21",41,1.56226634162001,0.0112017019323322
"22",42,1.56283948300577,0.0116115289266771
"23",43,1.56177610194005,0.0115278237764157
"24",44,1.56197733700794,0.0114537225742543
"25",45,1.56104037564993,0.0116312996674331
"26",46,1.55891245952854,0.0113209830207865
"27",47,1.56248888425401,0.0115669984789261
"28",48,1.56356098433211,0.0115373191186343
"29",49,1.56476015933627,0.0117446364099507
"30",50,1.56778174433965,0.0114647067605206
"31",51,1.56864614051177,0.011671779099695
"32",52,1.57060738443645,0.0118100025540705
"33",53,1.57151820865719,0.0116273685081161
"34",54,1.57001015442701,0.0111574385079542
"35",55,1.5715722238838,0.0111770370583117
"36",56,1.57427024752995,0.012153258355934
"37",57,1.57404029189721,0.011432141667757
"38",58,1.57278702469908,0.0113599802183811
"39",59,1.57315830300854,0.0114199729690511
"40",60,1.57204312004407,0.0116020862557155
"41",61,1.57160546698664,0.0113220711615907
"42",62,1.57144698478334,0.0112720244243075
"43",63,1.57279244596165,0.0118845989792772
"44",64,1.57230152062553,0.0112085927771165
"45",65,1.57304938872645,0.0116136921210287
"46",66,1.574556484979,0.0119173606714241
"47",67,1.57223475702542,0.0115096106655842
"48",68,1.5736836078402,0.0112744164869073
"49",69,1.56974639004857,0.0115567659431915
"50",70,1.5696640374141,0.0113729708004742
"51",71,1.56897764517053,0.0117113894961624
"52",72,1.57017537396715,0.0116959193993301
"53",73,1.57271074743148,0.0117238662936127
"54",74,1.57513018791362,0.0115783130437377
"55",75,1.57556162091435,0.0117498440757528
"56",76,1.57744685078062,0.0114788354631045
"57",77,1.5785600371,0.011912526968686
"58",78,1.58099564373365,0.011924011086167
"59",79,1.58129525624541,0.0123921002062918
"60",80,1.58412355602528,0.011719742073558
"61",81,1.5839859101351,0.0117086018332856
"62",82,1.58380680727007,0.0121313198494748
"63",83,1.58539575312534,0.0120773254562815
"64",84,1.58586532658025,0.0118647395618773
"65",85,1.58776159613767,0.012136384287508
"66",86,1.58667740103299,0.0118970184848685
"67",87,1.58682038343699,0.0122125783832545
"68",88,1.58500714075474,0.0119052101825525
"69",89,1.58517968154172,0.0119368478395183
"70",90,1.58763304951665,0.0118768694739065
"71",91,1.5892247551681,0.0118178261435772
"72",92,1.590060932001,0.012537380956146
"73",93,1.59016563273234,0.0124018906408851
"74",94,1.58903130151553,0.0125315484497326
"75",95,1.58995046529905,0.0119454658961892
"76",96,1.58963781714257,0.0121095735746411
"77",97,1.59044533528272,0.0120033825515381
"78",98,1.59214774708525,0.011861496883617
"79",99,1.59226837477103,0.0119569211605479
"80",100,1.59296046919389,0.0119470656013663
"81",101,1.59555521157587,0.0118867807396139
"82",102,1.59441259247103,0.0118784971348195
"83",103,1.59519242775435,0.0118133807941021
"84",104,1.59441569062204,0.0117416443693686
"85",105,1.59351222132551,0.0118496198063651
"86",106,1.59366947169328,0.011770546840997
"87",107,1.5919350237654,0.01204312988567
"88",108,1.59524186652855,0.0119996631592698
"89",109,1.59345870057801,0.0116667064451082
"90",110,1.59258257736763,0.0117702457204166
"91",111,1.59278819425433,0.0121039433388
"92",112,1.594986924913,0.0121114914145258
"93",113,1.5935202900103,0.0115936649802441
"94",114,1.59120691375645,0.0117012006827361
"95",115,1.59140138960412,0.011933435255438
"96",116,1.59300883739743,0.0120130342811785
"97",117,1.59195177500325,0.0117729616445586
"98",118,1.59094483440493,0.01248946174924
"99",119,1.58947257173563,0.0118624128720572
"100",120,1.59164188606092,0.011945283353692
"101",121,1.59321500084385,0.0121886885590351
"102",122,1.59304632898809,0.0118826672019831
"103",123,1.59536593709006,0.0120012345073047
"104",124,1.59486810539287,0.0124844019741772
"105",125,1.59757719947824,0.0123325508801928
"106",126,1.59636792344691,0.0121921115127501
"107",127,1.59538504770953,0.0123213944783721
"108",128,1.59423873830597,0.0123834119081123
"109",129,1.59314289782061,0.0120803517878043
"110",130,1.59356769374148,0.0119544947554557
"111",131,1.59411561007679,0.0118433134569983
"112",132,1.59362535515453,0.0118534307941651
"113",133,1.59344702331971,0.0121432737199967
"114",134,1.59028060158084,0.0117877625209105
"115",135,1.59158821080133,0.0124150880497141
"116",136,1.59290953582941,0.0120653452044195
"117",137,1.59283697437979,0.012068518855605
"118",138,1.59233372804826,0.0115513854940879
"119",139,1.59125521324628,0.0121720871119484
"120",140,1.59128227429665,0.0125002470187097
"121",141,1.59191386950926,0.0118301072705416
"122",142,1.5933579949356,0.0119691227609565
"123",143,1.59295614527651,0.0122504640251074
"124",144,1.59374037499037,0.0121974892843213
"125",145,1.59464514447752,0.0122411957849251
"126",146,1.59449814530303,0.012198537806536
"127",147,1.59600330282821,0.0120602269972229
"128",148,1.59746086610115,0.0121414800730354
"129",149,1.59865359729266,0.0126060752692708
"130",150,1.59949774746225,0.0118924204955935
"131",151,1.59923487346712,0.0123727142625618
"132",152,1.59902684539244,0.0123234070175506
"133",153,1.59947651172718,0.01240419408487
"134",154,1.59926198770813,0.0121475029507937
"135",155,1.59837354268457,0.0122293850365363
"136",156,1.59804129522746,0.0121675186299852
"137",157,1.5979879817039,0.0121011581128847
"138",158,1.59966203161668,0.0123476754806109
"139",159,1.59994600887262,0.0123098231324597
"140",160,1.60293121091803,0.0122925537082012
"141",161,1.60323119545128,0.0121363367015833
"142",162,1.6017458387787,0.0122278714467426
"143",163,1.60039072175664,0.0126870123737019
"144",164,1.60032574564016,0.012818389759149
"145",165,1.60021918106488,0.0126114909968117
"146",166,1.60171002506293,0.0128039923879073
"147",167,1.60235288674847,0.0122545241899484
"148",168,1.60413955717421,0.0125137382644172
"149",169,1.60249051476401,0.012106636793183
"150",170,1.60454398640588,0.012182274411047
"151",171,1.60668632918655,0.012439402823322
