"","V1","V2","V3"
"fd_mean",1,1.35580142112094,0.0293146658101365
"",2,1.36418802341089,0.0290089684553593
"",3,1.36040294377187,0.028724383518908
"",4,1.36134333578551,0.0291234530663281
"",5,1.36271519035614,0.029367191095501
"",6,1.36835304702338,0.0297923016342645
"",7,1.36800684446681,0.0296974552976966
"",8,1.36911014692846,0.0303693326590396
"",9,1.36882323915,0.0303361968006841
"",10,1.36702281165243,0.0301060271831105
"",11,1.36216938649706,0.0305338836125576
"",12,1.36306069822667,0.0302051611009218
"",13,1.36617453411354,0.0298918806232132
"",14,1.36216635218872,0.030728284020674
"",15,1.35501411870742,0.0308302103374004
"",16,1.35252486889436,0.0313661013927577
"",17,1.34638849219893,0.0316673205678113
"",18,1.34646583318224,0.0327184976899679
"",19,1.35035414374231,0.0314180035881648
"",20,1.34655306185524,0.0322383028374934
"",21,1.34131025757793,0.0317027372996296
"",22,1.33574997090982,0.032525881548107
"",23,1.33578813567442,0.0315255901724787
"",24,1.33197473920927,0.0316068436163759
"",25,1.32771949560514,0.0316286803109536
"",26,1.23590881459819,0.0543221140460274
"",27,1.21992108797461,0.029387444921128
"",28,1.23743832878922,0.0323208396461813
"",29,1.25149006649639,0.0330340890345493
"",30,1.26377049727816,0.0342046332786561
"",31,1.26652368268572,0.0340943891463563
"",32,1.27453792556862,0.0335392691195167
"",33,1.27745546200336,0.034660753152299
"",34,1.28093760660498,0.0338307810564058
"",35,1.28714274604472,0.0351865908484577
"",36,1.28918939001992,0.0362934628603233
"",37,1.29098579106395,0.0375351634577847
"",38,1.2883530642911,0.0360023833382968
"",39,1.28099320731772,0.0346835341441851
"",40,1.27935457400608,0.0371877852770581
"",41,1.27379728136467,0.0378050082639434
"",42,1.27292475013183,0.0394517675958551
"",43,1.24747769807125,0.0356013849091536
"",44,1.23709253470495,0.0345129134186999
"",45,1.22974561252968,0.0347959607817192
"",46,1.23636282170301,0.0364620539551096
"",47,1.22443784133831,0.0340561917674542
"",48,1.2228395772905,0.0331807072922041
"",49,NA,NA
"",50,NA,NA
"",51,NA,NA
"",52,NA,NA
"",53,NA,NA
"",54,NA,NA
"",55,NA,NA
"",56,NA,NA
"",57,NA,NA
"",58,NA,NA
"",59,NA,NA
"",60,NA,NA
"",61,NA,NA
"",62,NA,NA
"",63,NA,NA
"",64,NA,NA
"",65,NA,NA
"",66,NA,NA
"",67,NA,NA
"",68,NA,NA
"",69,NA,NA
"",70,NA,NA
"",71,NA,NA
"",72,NA,NA
"",73,NA,NA
"",74,NA,NA
"",75,NA,NA
"",76,NA,NA
"",77,NA,NA
"",78,NA,NA
"",79,NA,NA
"",80,NA,NA
"",81,NA,NA
"",82,NA,NA
"",83,NA,NA
"",84,NA,NA
"",85,NA,NA
"",86,NA,NA
"",87,NA,NA
"",88,NA,NA
"",89,NA,NA
"",90,NA,NA
"",91,NA,NA
"",92,NA,NA
"",93,NA,NA
"",94,NA,NA
"",95,NA,NA
"",96,NA,NA
"",97,NA,NA
"",98,NA,NA
"",99,NA,NA
"",100,NA,NA
"",101,NA,NA
"",102,NA,NA
"",103,NA,NA
"",104,NA,NA
"",105,NA,NA
"",106,NA,NA
"",107,NA,NA
"",108,NA,NA
"",109,NA,NA
"",110,NA,NA
"",111,NA,NA
"",112,NA,NA
"",113,NA,NA
"",114,NA,NA
"",115,NA,NA
"",116,NA,NA
"",117,NA,NA
"",118,NA,NA
"",119,NA,NA
"",120,NA,NA
