"","V1","V2","V3"
"fd_mean",1,1.24195373730348,0.0224731272832302
"",2,1.24577450570327,0.0226229716801595
"",3,1.2397806823862,0.0228474330468966
"",4,1.24184080835288,0.0228013469645798
"",5,1.2401271495952,0.0234023654649994
"",6,1.24212721180122,0.0232165716960745
"",7,1.24183077159493,0.0231984014166239
"",8,1.23765704110211,0.024280944516804
"",9,1.23721250957529,0.023782083499212
"",10,1.23875909997819,0.0234010678146228
"",11,1.23783358218458,0.0235274014071057
"",12,1.23825595729612,0.0237471111690571
"",13,1.23963826874603,0.0229864880340531
"",14,1.23751367728325,0.0229866693854702
"",15,1.234664802845,0.0226297552429356
"",16,1.23402327489561,0.0229084599233283
"",17,1.23467309517827,0.0230278268333722
"",18,1.2294737725986,0.0245567910670274
"",19,1.23110690100366,0.0239488372658806
"",20,1.22915869415607,0.02360830381789
"",21,1.22621001895121,0.0236801969433144
"",22,1.21967369415417,0.0235857832331588
"",23,1.22367345888272,0.0239267970314532
"",24,1.22026169643336,0.0233598092399072
"",25,1.21604837858255,0.0235509509089201
"",26,1.15097833843337,0.0371836556736689
"",27,1.13693471622804,0.0153701441935475
"",28,1.14448716257202,0.0172536827472749
"",29,1.15060066703265,0.0173132660077908
"",30,1.15884590661726,0.0178661590081338
"",31,1.16290638011988,0.0185497946447059
"",32,1.16796828786359,0.0184087662360412
"",33,1.16460141371803,0.0188237261832749
"",34,1.16628828052782,0.0186741949611261
"",35,1.16891588085011,0.0194971099188922
"",36,1.17260421460923,0.0195168264911837
"",37,1.1734230497696,0.0200266661961225
"",38,1.1747322440092,0.0204199039871803
"",39,1.1628660025969,0.0197343773473695
"",40,1.15758296707661,0.0202874832130758
"",41,1.15497091548115,0.0192063437282224
"",42,1.15463723509135,0.0200837294439362
"",43,1.14455733758681,0.0172927602605929
"",44,1.13797040737496,0.0159974359194422
"",45,1.13500689777193,0.0159301771297261
"",46,1.13624798057347,0.0164368807823114
"",47,1.12889400900524,0.0164203018465282
"",48,1.12433828841316,0.015366794093094
"",49,NA,NA
"",50,NA,NA
"",51,NA,NA
"",52,NA,NA
"",53,NA,NA
"",54,NA,NA
"",55,NA,NA
"",56,NA,NA
"",57,NA,NA
"",58,NA,NA
"",59,NA,NA
"",60,NA,NA
"",61,NA,NA
"",62,NA,NA
"",63,NA,NA
"",64,NA,NA
"",65,NA,NA
"",66,NA,NA
"",67,NA,NA
"",68,NA,NA
"",69,NA,NA
"",70,NA,NA
"",71,NA,NA
"",72,NA,NA
"",73,NA,NA
"",74,NA,NA
"",75,NA,NA
"",76,NA,NA
"",77,NA,NA
"",78,NA,NA
"",79,NA,NA
"",80,NA,NA
"",81,NA,NA
"",82,NA,NA
"",83,NA,NA
"",84,NA,NA
"",85,NA,NA
"",86,NA,NA
"",87,NA,NA
"",88,NA,NA
"",89,NA,NA
"",90,NA,NA
"",91,NA,NA
"",92,NA,NA
"",93,NA,NA
"",94,NA,NA
"",95,NA,NA
"",96,NA,NA
"",97,NA,NA
"",98,NA,NA
"",99,NA,NA
"",100,NA,NA
"",101,NA,NA
"",102,NA,NA
"",103,NA,NA
"",104,NA,NA
"",105,NA,NA
"",106,NA,NA
"",107,NA,NA
"",108,NA,NA
"",109,NA,NA
"",110,NA,NA
"",111,NA,NA
"",112,NA,NA
"",113,NA,NA
"",114,NA,NA
"",115,NA,NA
"",116,NA,NA
"",117,NA,NA
"",118,NA,NA
"",119,NA,NA
"",120,NA,NA
