"","V1","V2","V3"
"1",21,1.27184739256789,0.0144555986078879
"2",22,1.26835751190392,0.0125582448165027
"3",23,1.23692064029948,0.0151716442835134
"4",24,1.23248579986403,0.0108408677786852
"5",25,1.22267621809771,0.00984859130350544
"6",26,1.22578061529041,0.0104544140379788
"7",27,1.23320030807131,0.010618103520961
"8",28,1.23083996543236,0.0114050277980892
"9",29,1.23145435588193,0.0106951725230849
"10",30,1.2354558444153,0.011188200418064
"11",31,1.23604020285417,0.0107913610563656
"12",32,1.22230455106475,0.013648375588899
"13",33,1.20355760837906,0.0108704234462432
"14",34,1.20754551682501,0.011196156876897
"15",35,1.20740486277521,0.0118651757712832
"16",36,1.20949494152124,0.011608973958864
"17",37,1.21320449253579,0.0123098237602734
"18",38,1.24394869494947,0.017957296115452
"19",39,1.25568364735979,0.0134840939553846
"20",40,1.2427427112471,0.0142900367207876
"21",41,1.22939585303531,0.0157378940770697
"22",42,1.21737939174632,0.0117154876526538
"23",43,1.21667827790828,0.0101854261012526
"24",44,1.19894558646998,0.00986995371405145
"25",45,1.19870924014267,0.0103702439878733
"26",46,1.2069642683559,0.00946794283687979
"27",47,1.20660263808406,0.0133690938834549
"28",48,1.24343791771141,0.011660610341888
"29",49,1.21202420526117,0.0213704749631133
"30",50,1.18894021502106,0.00965239954012768
"31",51,1.20150817956098,0.0113449155703816
"32",52,1.22001798236036,0.0122952808491624
"33",53,1.20695484789321,0.0104226107294659
"34",54,1.19917582441755,0.00870916942026591
"35",55,1.19898778936281,0.00869645450293122
"36",56,1.20900819073749,0.0100201973035913
"37",57,1.21926632215216,0.00968680162452082
"38",58,1.22460219693342,0.00980555983734221
"39",59,1.22845131003,0.00997327355865433
"40",60,1.22831652772921,0.00991894796177717
"41",61,1.22626879628046,0.00984342727706763
"42",62,1.22965250403651,0.0106090480052355
"43",63,1.23893061930901,0.0122388449454253
"44",64,1.23671103821677,0.0103516822477633
"45",65,1.23624886375274,0.0117398326545189
"46",66,1.24383426466373,0.0105125278478025
"47",67,1.24430992088161,0.0112625198326029
"48",68,1.24300004868287,0.0117375236541873
"49",69,1.24167589813501,0.0118565132663533
"50",70,1.23312633588982,0.0118033527495675
